year,term,value,source,corpus,smoothing,case_sensitive,primary_layer,layer_name,function_mode
1872,artificial apparatus,2.8570024124263682e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1873,artificial apparatus,1.285869855038868e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1874,artificial apparatus,5.793211688143174e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1875,artificial apparatus,8.335123369285213e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1876,artificial apparatus,1.0271179462506552e-8,Google Books Ngram,en,0,false,1,external_artificial_things,support
1877,artificial apparatus,7.695847514810339e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1878,artificial apparatus,6.281267950214442e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1879,artificial apparatus,3.0009228435545765e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1880,artificial apparatus,6.756207149294369e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1881,artificial apparatus,7.784144884226407e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1882,artificial apparatus,4.058848812604765e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1883,artificial apparatus,1.1901402530156702e-8,Google Books Ngram,en,0,false,1,external_artificial_things,support
1884,artificial apparatus,9.140369794380376e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1885,artificial apparatus,5.588393747757436e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1886,artificial apparatus,7.45519379563575e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1887,artificial apparatus,1.1130333987807717e-8,Google Books Ngram,en,0,false,1,external_artificial_things,support
1888,artificial apparatus,5.756538801193756e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1889,artificial apparatus,4.941216324994002e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1890,artificial apparatus,2.9094935349860407e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1891,artificial apparatus,3.398457959491452e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1892,artificial apparatus,2.5737765252387135e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1893,artificial apparatus,7.630338985653573e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1894,artificial apparatus,5.2255244575860615e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1895,artificial apparatus,3.5167941891955934e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1896,artificial apparatus,9.884779120228337e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1897,artificial apparatus,4.164848133036969e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1898,artificial apparatus,1.5022074695281162e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1899,artificial apparatus,1.977872032821182e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1900,artificial apparatus,1.6314189998922757e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1901,artificial apparatus,1.2995564069306909e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1902,artificial apparatus,2.862199754982697e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1903,artificial apparatus,2.028429590961167e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1904,artificial apparatus,3.755595834320502e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1905,artificial apparatus,2.7852408296391573e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1906,artificial apparatus,1.2650147596104944e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1907,artificial apparatus,1.5366430350383098e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1908,artificial apparatus,3.260078207389938e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1909,artificial apparatus,2.224583850463091e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1910,artificial apparatus,1.2424710149616658e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1911,artificial apparatus,2.099013629575097e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1912,artificial apparatus,2.5085040711303463e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1913,artificial apparatus,1.8563869330634475e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1914,artificial apparatus,2.2736951488244728e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1915,artificial apparatus,2.1920755766124955e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1916,artificial apparatus,8.9095947286566e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1917,artificial apparatus,5.349140241861505e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1918,artificial apparatus,4.30167412801552e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1919,artificial apparatus,2.8082327574452393e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1920,artificial apparatus,1.916526937151275e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1921,artificial apparatus,1.6243449918462716e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1922,artificial apparatus,7.57086948688368e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1923,artificial apparatus,1.737109234234424e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1924,artificial apparatus,1.7222170356490096e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1925,artificial apparatus,1.8498608200800959e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1926,artificial apparatus,7.382415789791708e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1927,artificial apparatus,1.878751890171948e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1928,artificial apparatus,1.774769331497339e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1929,artificial apparatus,1.8344175067852575e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1930,artificial apparatus,1.2753365030704344e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1931,artificial apparatus,1.449441788814454e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1932,artificial apparatus,1.096988999638171e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1933,artificial apparatus,5.471347819252514e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1934,artificial apparatus,1.0437376518623864e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1935,artificial apparatus,3.6947345183335756e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1936,artificial apparatus,7.168161619830471e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1937,artificial apparatus,1.0310184928030708e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1938,artificial apparatus,1.2608818433790248e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1939,artificial apparatus,9.918643684159179e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1940,artificial apparatus,1.6896578025615838e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1941,artificial apparatus,1.4715752644223201e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1942,artificial apparatus,8.495912168227093e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1943,artificial apparatus,8.983643967619415e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1944,artificial apparatus,1.1879704719941486e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1945,artificial apparatus,8.873006218657054e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1946,artificial apparatus,8.41722191946559e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1947,artificial apparatus,8.869747020190388e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1948,artificial apparatus,7.532881540761593e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1949,artificial apparatus,1.0510441961208983e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1950,artificial apparatus,5.109265788227901e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1951,artificial apparatus,8.770363463250774e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1952,artificial apparatus,1.2242883096202917e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1953,artificial apparatus,1.0750072498844077e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1954,artificial apparatus,3.440746160210395e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1955,artificial apparatus,1.2136011640073718e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1956,artificial apparatus,1.1722251364032488e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1957,artificial apparatus,3.743368948150305e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1958,artificial apparatus,1.2195543463988656e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1959,artificial apparatus,4.915189921739227e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1960,artificial apparatus,7.273849161881785e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1961,artificial apparatus,1.0102368941389273e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1962,artificial apparatus,1.0573135700298053e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1963,artificial apparatus,8.443494237120319e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1964,artificial apparatus,2.9538774898307807e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1965,artificial apparatus,9.820362301127261e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1966,artificial apparatus,3.4121247494134366e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1967,artificial apparatus,7.854307759735946e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1968,artificial apparatus,8.83354639436007e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1969,artificial apparatus,2.4267882148265585e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1970,artificial apparatus,6.580514952392313e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1971,artificial apparatus,1.1249358111697916e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1972,artificial apparatus,7.821486444625769e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1973,artificial apparatus,5.260343272084356e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1974,artificial apparatus,4.738130998660495e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1975,artificial apparatus,1.0368537764482433e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1976,artificial apparatus,1.097042581776897e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
1977,artificial apparatus,4.900787588246747e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1978,artificial apparatus,6.324382822997521e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1979,artificial apparatus,8.002762168224375e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1980,artificial apparatus,3.765062706051481e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1981,artificial apparatus,7.994952200274241e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1982,artificial apparatus,3.7924904536246196e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1983,artificial apparatus,8.315012012261036e-10,Google Books Ngram,en,0,false,1,external_artificial_things,support
1984,artificial apparatus,1.216684530902512e-9,Google Books Ngram,en,0,false,1,external_artificial_things,support
